goodreads_book_id,tag_id,count
26,31191,16
26,8683,16
26,1642,15
26,923,15
26,31156,15
26,31528,15
26,31173,15
26,11590,13
26,9477,13
26,5051,13
26,14764,12
26,3379,12
26,25146,12
26,32077,11
26,31192,11
26,31505,11
26,21685,11
26,20774,10
26,22689,10
26,25147,10
26,32586,10
26,12954,10
26,19738,10
26,15060,10
26,473,10
26,12663,10
26,21869,10
26,11123,10
26,31847,10
26,21111,9
26,30843,9
26,4568,9
26,1668,9
26,31642,9
26,4521,9
26,15169,8
26,25151,8
26,11503,8
26,10093,8
26,25149,8
26,22944,8
26,21740,8
26,25144,8
26,32865,8
26,16651,8
26,28601,8
26,31526,8
26,31174,8
26,25152,7
26,25150,7
26,5332,7
26,5859,7
29,30574,5492
29,8717,867
29,21689,410
29,15048,170
29,21773,167
29,14552,151
29,17591,122
29,17213,49
29,18243,46
29,22743,45
29,3392,36
29,4522,35
29,11557,32
29,14467,28
29,30755,28
29,21685,27
29,24444,27
29,10197,26
29,1642,26
29,30756,26
29,12680,26
29,3389,25
29,30521,25
29,5207,24
29,10644,23
29,10656,23
29,9221,22
29,3371,21
29,10210,18
29,4949,18
29,9477,18
29,32865,18
29,8683,17
29,10922,17
29,25562,16
29,21739,16
29,10304,16
29,17601,15
29,21790,15
29,22753,13
29,32586,13
29,923,13
29,5481,13
29,15067,13
29,2705,13
29,22556,13
29,32764,13
29,22689,12
29,18045,12
29,8055,12
29,22545,12
29,18367,12
29,487,12
29,10093,11
29,31505,11
29,28031,11
29,676,11
29,25152,10
29,27535,10
29,3379,10
29,21766,10
29,12955,10
29,5751,9
29,17217,9
29,24999,9
29,19524,9
29,7725,9
29,21374,9
29,21803,9
29,679,9
29,11503,8
29,3377,8
29,9484,8
29,9638,8
29,24662,8
29,15392,8
29,28032,8
29,8680,8
29,20161,8
29,25151,7
29,25153,7
29,10641,7
29,2271,7
29,5105,7
29,3358,7
29,25149,7
29,10094,7
29,25000,7
29,30551,7
29,1416,7
29,29316,7
29,28052,7
29,19949,7
29,17596,7
29,677,7
29,20774,6
29,5090,6
29,32099,6
29,22733,6
29,680,6
359,30574,2651
359,26837,505
359,26771,422
359,11305,198
359,22743,187
359,15067,172
359,21689,160
359,11743,155
359,8717,151
359,11557,140
359,7725,113
359,9221,99
359,26894,95
359,27669,90
359,5207,81
359,10891,76
359,15048,73
359,26785,51
359,21773,49
359,12680,49
359,27398,45
359,26816,44
359,9801,43
359,20939,36
359,3392,33
359,3389,32
359,5751,32
359,26897,32
359,4605,30
359,22753,29
359,18045,29
359,27199,26
359,30521,26
359,11370,25
359,10644,23
359,20774,21
359,20849,21
359,26842,21
359,17213,20
359,15169,19
359,10197,19
359,10210,19
359,32586,17
359,11590,16
359,22034,16
359,1581,15
359,5090,14
359,21989,14
359,3371,13
359,3358,13
359,7654,13
359,12948,12
359,3379,12
359,26838,12
359,18367,11
359,2690,11
359,31557,11
359,26636,11
359,9526,11
359,1691,10
359,27556,10
359,11376,10
359,12663,10
359,1582,10
359,22545,9
359,14064,9
359,14764,9
359,1642,9
359,11503,9
359,23471,9
359,11978,9
359,27656,9
359,28751,9
359,15060,9
359,21953,9
359,27682,8
359,28300,8
359,26884,8
359,5776,8
359,13962,8
359,2687,8
359,7457,7
359,22689,7
359,5444,7
359,1659,7
359,5481,7
359,22333,7
359,27403,7
359,26774,7
359,6122,7
359,25647,7
359,22758,7
359,22733,7
359,11287,7
359,20781,6
359,30672,6
359,10093,6
359,25149,6
359,27412,6
359,22816,6
456,30574,484
456,11743,261
456,8717,167
456,11557,97
456,2277,42
456,18367,41
456,23131,39
456,22743,35
456,8055,33
456,22034,30
456,21989,29
456,9221,28
456,31656,28
456,5207,22
456,18326,22
456,2313,21
456,923,16
456,30521,15
456,3456,15
456,10644,14
456,20939,14
456,18045,14
456,22753,13
456,11590,12
456,8067,12
456,20288,10
456,22009,10
456,20849,8
456,26126,8
456,18318,8
456,32586,8
456,11978,8
456,487,8
456,20774,7
456,8517,7
456,2271,6
456,2294,6
456,12948,6
456,2335,6
456,25148,6
456,25147,5
456,20279,5
456,2312,5
456,30358,5
456,18338,5
456,27535,4
456,9886,4
456,21111,4
456,24080,4
456,21384,4
456,11503,4
456,1659,4
456,23471,4
456,4949,4
456,5481,4
456,22376,4
456,25145,4
456,11736,4
456,21869,4
456,24960,3
456,2104,3
456,15169,3
456,11505,3
456,26138,3
456,30573,3
456,12600,3
456,21437,3
456,18990,3
456,26193,3
456,10093,3
456,26735,3
456,24993,3
456,240,3
456,26740,3
456,24447,3
456,5051,3
456,7654,3
456,31557,3
456,617,3
456,1291,3
456,11570,3
456,12347,3
456,22664,3
456,24083,3
456,20301,3
456,31642,3
456,932,3
456,25151,2
456,22545,2
456,3358,2
456,20797,2
456,25630,2
456,134,2
456,15362,2
456,22733,2
456,10862,2
456,25505,2
456,32863,2
456,16999,2
456,26702,2
597,30574,14205
597,21689,416
597,20673,304
597,8717,248
597,11557,168
597,21773,163
597,19733,116
597,15048,85
597,23970,83
597,10891,68
597,5207,49
597,22743,48
597,19742,41
597,31155,40
597,4605,37
597,11743,32
597,8683,20
597,9221,16
597,18045,16
597,30521,16
597,4615,16
597,16651,15
597,8055,14
597,615,12
597,1642,12
597,7275,11
597,11590,10
597,5090,10
597,19738,10
597,7725,10
597,617,10
597,20693,10
597,20849,9
597,12680,9
597,15067,9
597,17366,9
597,3371,8
597,17213,8
597,22753,7
597,3389,7
597,3392,7
597,14552,7
597,25146,7
597,21685,7
597,19749,7
597,2104,6
597,20774,6
597,27535,6
597,25147,6
597,603,6
597,32586,6
597,19524,6
597,19735,6
597,28052,6
597,7668,6
597,26067,6
597,23969,6
597,23985,6
597,11505,5
597,22689,5
597,5444,5
597,27556,5
597,22545,5
597,2277,5
597,20279,5
597,3379,5
597,25149,5
597,25148,5
597,30755,5
597,3611,5
597,21766,5
597,9147,5
597,8573,5
597,8680,5
597,28014,5
597,25153,4
597,11503,4
597,10210,4
597,24999,4
597,1416,4
597,3596,4
597,15060,4
597,4617,4
597,25145,4
597,25144,4
597,10886,4
597,9959,4
597,20159,4
597,21501,4
597,25143,4
597,26068,4
597,21044,4
597,17886,4
597,25485,4
597,14764,3
597,31656,3
597,4568,3
597,23349,3
597,30860,3
597,1668,3
676,30574,9349
676,23831,1355
676,8717,221
676,11557,147
676,22743,34
676,21689,19
676,5207,18
676,23816,16
676,18045,13
676,2277,13
676,11743,10
676,8055,10
676,18367,10
676,2313,10
676,22753,9
676,20849,8
676,15048,8
676,30781,8
676,1642,7
676,21773,7
676,25150,6
676,32586,6
676,14764,5
676,26735,5
676,4949,5
676,27766,5
676,2104,4
676,9221,4
676,15169,4
676,11497,4
676,22689,4
676,2312,4
676,11503,4
676,25149,4
676,23860,4
676,4550,4
676,7457,3
676,25151,3
676,17213,3
676,14064,3
676,25147,3
676,12315,3
676,2690,3
676,22330,3
676,22818,3
676,5051,3
676,7668,3
676,23349,3
676,15392,3
676,12663,3
676,22933,3
676,6524,3
676,29438,3
676,920,3
676,31825,3
676,7681,3
676,23825,3
676,11545,3
676,17687,3
676,23826,3
676,8073,3
676,11590,2
676,27535,2
676,10197,2
676,25153,2
676,26256,2
676,26246,2
676,26257,2
676,18318,2
676,941,2
676,30672,2
676,10210,2
676,10094,2
676,24995,2
676,21487,2
676,25822,2
676,22344,2
676,14752,2
676,7484,2
676,18991,2
676,21948,2
676,2687,2
676,17591,2
676,1076,2
676,12621,2
676,22215,2
676,25500,2
676,23812,2
676,5623,2
676,23857,2
676,23842,2
676,23845,2
676,25161,2
676,22081,2
676,22412,2
676,1237,2
676,29394,2
676,30735,2
676,4548,2
676,30340,2
698,30574,4108
698,11743,454
698,4949,161
698,8717,153
698,1629,66
698,11557,50
698,8055,50
698,8067,48
698,2666,44
698,22743,42
698,5207,39
698,11221,34
698,1659,34
698,5051,33
698,22034,29
698,12948,29
698,3389,28
698,1642,26
698,3371,24
698,18326,24
698,2277,22
698,4985,22
698,15312,21
698,18045,20
698,21989,19
698,617,18
698,3392,16
698,3377,16
698,25630,16
698,3379,15
698,11243,15
698,1416,14
698,4959,14
698,9221,13
698,22753,12
698,31656,12
698,9886,12
698,3850,12
698,20774,11
698,3216,11
698,17419,11
698,18318,10
698,25146,10
698,15169,9
698,20849,9
698,25438,9
698,23005,9
698,25144,9
698,25150,8
698,10210,8
698,6750,8
698,8683,8
698,3218,8
698,31390,8
698,2078,8
698,8689,8
698,25147,7
698,11503,7
698,18284,7
698,32708,7
698,15315,7
698,24989,7
698,25143,7
698,31391,7
698,11505,6
698,12600,6
698,18367,6
698,2313,6
698,32586,6
698,25149,6
698,18051,6
698,1645,6
698,4968,6
698,25145,6
698,3219,6
698,5080,6
698,22478,6
698,24988,6
698,22689,5
698,27535,5
698,22352,5
698,14764,5
698,14487,5
698,25148,5
698,32686,5
698,4970,5
698,25106,5
698,8656,5
698,20622,5
698,8069,5
698,23993,5
698,32688,5
698,15316,5
698,25142,5
698,19406,5
698,15782,5
698,25151,4
698,10197,4
698,14064,4
698,15786,4
1110,30574,3160
1110,16518,683
1110,30358,375
1110,20939,300
1110,8717,249
1110,13720,226
1110,9221,223
1110,22743,197
1110,11743,191
1110,5207,159
1110,17863,145
1110,29076,120
1110,8517,103
1110,17857,89
1110,11557,78
1110,13723,75
1110,20994,66
1110,30386,63
1110,22753,56
1110,22034,51
1110,3389,48
1110,18045,48
1110,15924,47
1110,20849,46
1110,615,45
1110,10866,44
1110,17721,43
1110,17864,42
1110,20989,41
1110,1659,33
1110,21989,32
1110,15169,31
1110,3371,31
1110,20926,31
1110,10210,29
1110,3379,29
1110,10197,28
1110,17860,28
1110,12948,27
1110,1642,26
1110,3392,25
1110,20774,24
1110,9886,23
1110,20656,23
1110,10644,22
1110,14064,22
1110,617,22
1110,17213,21
1110,8055,21
1110,8527,20
1110,14821,20
1110,14764,19
1110,8067,18
1110,5180,18
1110,23002,18
1110,11005,18
1110,5090,17
1110,28751,17
1110,22944,17
1110,8545,17
1110,3338,17
1110,29083,16
1110,2338,16
1110,15736,16
1110,22689,15
1110,10094,15
1110,20957,15
1110,31557,15
1110,1691,14
1110,18284,14
1110,1540,14
1110,11978,14
1110,2277,13
1110,11503,13
1110,6122,13
1110,23349,13
1110,14752,13
1110,10093,12
1110,30381,12
1110,27535,11
1110,8533,11
1110,3377,11
1110,3358,10
1110,21003,10
1110,23931,10
1110,5481,10
1110,28466,10
1110,30373,10
1110,23993,10
1110,25150,9
1110,32586,9
1110,21001,9
1110,30766,9
1110,21953,9
1110,23928,9
1110,30521,8
1110,22545,8
1110,24999,8
1110,12724,8
1110,30369,8
1849,30574,1033
1849,11743,223
1849,8717,135
1849,21317,130
1849,20939,106
1849,29076,51
1849,9221,48
1849,30358,43
1849,11557,40
1849,20994,39
1849,22743,34
1849,9260,33
1849,30386,32
1849,27199,30
1849,3389,27
1849,8517,25
1849,16500,25
1849,3371,24
1849,17213,20
1849,5207,19
1849,9259,18
1849,1540,17
1849,18045,16
1849,22753,15
1849,3379,14
1849,20989,14
1849,16501,14
1849,3358,12
1849,20926,12
1849,29553,12
1849,10210,11
1849,9336,11
1849,20849,9
1849,27535,9
1849,30521,9
1849,1614,9
1849,1691,8
1849,22034,8
1849,12948,8
1849,10866,8
1849,15169,7
1849,23909,7
1849,23928,7
1849,8020,7
1849,21989,6
1849,10197,6
1849,1542,6
1849,1642,6
1849,8527,6
1849,1659,6
1849,28466,6
1849,29083,6
1849,5090,5
1849,3377,5
1849,24996,5
1849,18284,5
1849,8535,5
1849,21003,5
1849,25148,5
1849,6122,5
1849,1554,5
1849,21319,5
1849,3392,4
1849,25153,4
1849,32586,4
1849,11503,4
1849,10093,4
1849,23885,4
1849,20957,4
1849,20933,4
1849,11978,4
1849,5481,4
1849,31557,4
1849,617,4
1849,22733,4
1849,13962,4
1849,9730,4
1849,8545,4
1849,30373,4
1849,21265,4
1849,30381,4
1849,16485,4
1849,8288,4
1849,21315,4
1849,1128,3
1849,23037,3
1849,25149,3
1849,10094,3
1849,8549,3
1849,12940,3
1849,4076,3
1849,23323,3
1849,15392,3
1849,21953,3
1849,9343,3
1849,11833,3
1849,24991,3
1849,22083,3
1849,18536,3
1849,21318,3
1897,30574,2913
1897,21689,319
1897,8717,245
1897,1691,169
1897,20539,106
1897,21773,102
1897,31155,47
1897,7526,44
1897,20540,38
1897,22597,37
1897,11557,34
1897,10891,26
1897,28422,24
1897,21195,21
1897,19733,18
1897,22743,17
1897,17213,16
1897,31156,16
1897,27669,15
1897,20537,14
1897,14552,13
1897,30521,12
1897,5207,11
1897,4605,11
1897,29045,11
1897,9221,10
1897,10197,10
1897,4615,10
1897,16588,10
1897,22595,10
1897,14405,10
1897,18045,8
1897,11061,8
1897,16651,8
1897,32477,8
1897,19742,7
1897,20774,6
1897,22753,5
1897,20849,5
1897,1709,5
1897,21685,5
1897,28420,5
1897,31251,5
1897,22596,5
1897,27556,4
1897,2277,4
1897,1642,4
1897,21274,4
1897,20536,4
1897,1694,4
1897,20408,4
1897,7528,4
1897,1702,4
1897,17437,4
1897,25152,3
1897,8055,3
1897,11503,3
1897,10210,3
1897,25000,3
1897,9484,3
1897,4561,3
1897,722,3
1897,32099,3
1897,22944,3
1897,6122,3
1897,1669,3
1897,21803,3
1897,31265,3
1897,21123,3
1897,22556,3
1897,2687,3
1897,31264,3
1897,13053,3
1897,21501,3
1897,25423,3
1897,1938,3
1897,24991,3
1897,1706,3
1897,21690,3
1897,31159,3
1897,21205,3
1897,10977,3
1897,7527,3
1897,1701,3
1897,22598,3
1897,25153,2
1897,1542,2
1897,18367,2
1897,10093,2
1897,783,2
1897,12954,2
1897,31505,2
1897,4594,2
1897,21766,2
1897,19735,2
1897,9477,2
1897,21948,2
1897,26862,2
1897,20541,2
1897,11064,2
1990,7457,572
1990,11743,245
1990,30574,182
1990,9468,122
1990,7404,98
1990,240,83
1990,6622,71
1990,18367,63
1990,22743,60
1990,17213,56
1990,5207,50
1990,509,50
1990,236,48
1990,31859,44
1990,5751,41
1990,251,35
1990,261,31
1990,7423,29
1990,11557,28
1990,14487,28
1990,9221,26
1990,5776,24
1990,8717,23
1990,248,23
1990,10658,23
1990,10641,22
1990,30521,20
1990,22753,19
1990,272,19
1990,22034,17
1990,18045,17
1990,254,17
1990,5746,16
1990,10644,15
1990,7417,15
1990,371,14
1990,10197,13
1990,18326,13
1990,10093,13
1990,23233,13
1990,3392,12
1990,20849,11
1990,3371,11
1990,21989,11
1990,7478,11
1990,31864,11
1990,22689,10
1990,32586,9
1990,26636,9
1990,5775,9
1990,11590,8
1990,3389,8
1990,30672,8
1990,252,8
1990,30635,8
1990,21597,8
1990,20774,7
1990,18318,7
1990,12948,7
1990,14467,7
1990,10210,7
1990,10094,7
1990,1659,7
1990,7725,7
1990,31430,7
1990,15169,6
1990,14764,6
1990,11503,6
1990,3358,6
1990,15048,6
1990,30766,6
1990,13759,6
1990,23229,6
1990,375,6
1990,5090,5
1990,26138,5
1990,5444,5
1990,14552,5
1990,237,5
1990,31505,5
1990,22330,5
1990,29316,5
1990,22333,5
1990,15067,5
1990,5747,5
1990,24575,5
1990,7451,5
1990,521,5
1990,522,5
1990,518,5
1990,31869,5
1990,13760,5
1990,25150,4
1990,831,4
1990,22733,4
1990,30768,4
1990,10653,4
1990,17257,4
1990,29325,4
1990,7476,4
2142,30574,1200
2142,8717,63
2142,7116,56
2142,29076,49
2142,11743,45
2142,1691,35
2142,26138,27
2142,26837,23
2142,11557,21
2142,22753,18
2142,30358,18
2142,7077,18
2142,9221,16
2142,20849,16
2142,22743,15
2142,29443,14
2142,22973,13
2142,1659,13
2142,15169,12
2142,8055,12
2142,25647,12
2142,29083,12
2142,18045,11
2142,4949,11
2142,25685,11
2142,5207,10
2142,32586,10
2142,30386,10
2142,11763,10
2142,33114,9
2142,29011,9
2142,20939,8
2142,1540,8
2142,9239,8
2142,22689,7
2142,21689,7
2142,7183,7
2142,11305,6
2142,25690,6
2142,9237,6
2142,3389,5
2142,3392,5
2142,27535,5
2142,15626,5
2142,22944,5
2142,11166,5
2142,7202,5
2142,20774,4
2142,22034,4
2142,26897,4
2142,22352,4
2142,16773,4
2142,1542,4
2142,9886,4
2142,12948,4
2142,30672,4
2142,11503,4
2142,3358,4
2142,25149,4
2142,22344,4
2142,14821,4
2142,30373,4
2142,19961,4
2142,7094,4
2142,7144,4
2142,7171,4
2142,7188,4
2142,7123,4
2142,27199,3
2142,24960,3
2142,2104,3
2142,25765,3
2142,11505,3
2142,615,3
2142,17213,3
2142,10210,3
2142,3379,3
2142,3377,3
2142,20926,3
2142,18051,3
2142,5180,3
2142,23349,3
2142,24662,3
2142,28341,3
2142,15392,3
2142,7143,3
2142,7158,3
2142,7083,3
2142,29444,3
2142,11526,3
2142,29447,3
2142,20989,2
2142,5510,2
2142,26771,2
2142,32088,2
2142,5361,2
2142,21368,2
2142,20911,2
2142,32123,2
2142,10727,2
2156,30574,220502
2156,7457,14048
2156,8717,10402
2156,11557,5873
2156,11743,3865
2156,26138,3048
2156,7404,2309
2156,5207,1502
2156,16157,1222
2156,22743,1166
2156,14487,904
2156,7563,770
2156,18367,747
2156,11590,715
2156,14467,651
2156,17213,530
2156,509,530
2156,7423,442
2156,22753,435
2156,5751,423
2156,4949,412
2156,14527,380
2156,3445,366
2156,5776,322
2156,240,309
2156,25596,300
2156,1642,298
2156,3389,297
2156,22034,295
2156,10641,294
2156,7478,251
2156,24960,248
2156,3392,243
2156,15169,221
2156,10644,218
2156,1659,217
2156,30521,202
2156,2104,200
2156,20849,199
2156,18045,197
2156,10197,196
2156,20811,193
2156,10210,181
2156,7417,181
2156,20774,178
2156,236,174
2156,7422,163
2156,9221,159
2156,3371,159
2156,6750,159
2156,21989,158
2156,10658,154
2156,5746,146
2156,22689,145
2156,25152,143
2156,30635,138
2156,25765,137
2156,18326,136
2156,5775,131
2156,11497,126
2156,25151,122
2156,11505,119
2156,251,115
2156,29716,115
2156,18640,110
2156,26194,107
2156,26735,102
2156,18318,98
2156,32586,98
2156,5051,98
2156,32686,95
2156,25150,93
2156,11643,93
2156,25153,90
2156,12948,90
2156,10093,90
2156,17217,90
2156,1128,89
2156,3358,89
2156,9886,87
2156,20824,84
2156,30573,84
2156,3379,84
2156,11503,82
2156,29316,82
2156,10094,81
2156,25234,80
2156,14764,80
2156,22352,78
2156,25149,77
2156,3377,76
2156,22733,73
2156,4021,73
2156,371,73
2156,24964,71
2156,31430,71
2156,11644,71
2156,10657,71
2156,27535,70
2156,31859,70
2371,30574,3162
2371,14552,238
2371,21773,183
2371,21689,160
2371,8717,154
2371,2305,110
2371,3389,49
2371,3392,41
2371,9546,41
2371,3371,38
2371,17213,33
2371,9549,29
2371,18045,26
2371,14445,24
2371,3358,23
2371,9051,23
2371,5207,22
2371,22743,22
2371,23248,22
2371,4949,20
2371,14557,20
2371,3377,19
2371,509,18
2371,31647,15
2371,21712,15
2371,3379,14
2371,2277,11
2371,1642,10
2371,14487,10
2371,9221,9
2371,20774,9
2371,25152,9
2371,10197,9
2371,2271,9
2371,14467,9
2371,21739,9
2371,14520,9
2371,21123,9
2371,32267,9
2371,22753,8
2371,18284,8
2371,26816,8
2371,14572,8
2371,1668,8
2371,27535,7
2371,30521,7
2371,32586,7
2371,25148,7
2371,30755,7
2371,22618,7
2371,31528,7
2371,14602,7
2371,21788,7
2371,19577,7
2371,14612,7
2371,21184,7
2371,9484,6
2371,14521,6
2371,14622,6
2371,31414,6
2371,14625,6
2371,4614,6
2371,11557,5
2371,20849,5
2371,31656,5
2371,11503,5
2371,24997,5
2371,24993,5
2371,831,5
2371,30693,5
2371,14585,5
2371,12955,5
2371,31103,5
2371,14452,5
2371,23686,5
2371,21510,5
2371,19579,5
2371,14480,5
2371,22854,5
2371,23249,5
2371,25151,4
2371,25150,4
2371,20279,4
2371,10210,4
2371,25149,4
2371,18051,4
2371,30756,4
2371,30766,4
2371,14601,4
2371,2339,4
2371,6524,4
2371,506,4
2371,829,4
2371,31410,4
2371,368,4
2371,16580,4
2371,21183,4
2371,12118,4
2371,12119,4
2371,31529,4
2744,30574,74770
2744,11305,6666
2744,8717,3580
2744,11743,2301
2744,11557,1264
2744,31617,865
2744,22743,701
2744,21024,505
2744,21308,463
2744,5207,418
2744,26785,377
2744,3389,361
2744,3392,325
2744,15048,248
2744,17213,216
2744,3371,208
2744,12785,200
2744,1642,189
2744,9221,185
2744,26837,178
2744,11370,177
2744,18045,174
2744,8055,165
2744,26771,158
2744,26897,152
2744,22034,150
2744,22753,146
2744,18886,141
2744,18919,138
2744,29011,131
2744,30521,126
2744,10197,125
2744,1659,115
2744,1691,110
2744,15067,102
2744,11590,101
2744,3379,101
2744,28300,93
2744,22973,92
2744,20774,86
2744,10210,86
2744,3358,85
2744,3377,84
2744,21989,83
2744,26842,81
2744,5751,79
2744,12680,78
2744,20287,75
2744,13320,72
2744,20849,70
2744,7725,70
2744,10644,69
2744,4949,65
2744,33114,64
2744,5090,63
2744,11376,63
2744,26774,61
2744,14821,61
2744,32586,56
2744,27199,55
2744,27412,54
2744,15169,53
2744,8067,51
2744,22689,50
2744,5832,49
2744,11503,48
2744,1416,48
2744,27403,47
2744,18367,46
2744,617,45
2744,24960,44
2744,25151,44
2744,15060,44
2744,25152,43
2744,25150,43
2744,25153,43
2744,25149,43
2744,8066,43
2744,11340,41
2744,12948,41
2744,12161,41
2744,5481,41
2744,10093,40
2744,27398,40
2744,14064,39
2744,11221,38
2744,25148,38
2744,26894,38
2744,21011,38
2744,10641,37
2744,18284,37
2744,11388,37
2744,11978,36
2744,11314,34
2744,10094,34
2744,12940,34
2744,8938,34
2744,31505,33
2744,29316,33
2744,30667,32
3110,30574,7265
3110,21773,731
3110,21689,484
3110,14552,436
3110,11557,394
3110,31155,313
3110,10891,181
3110,15048,158
3110,8717,155
3110,19733,140
3110,4949,127
3110,2305,124
3110,23931,108
3110,3371,91
3110,3389,86
3110,3392,68
3110,4605,59
3110,5207,54
3110,1642,44
3110,18045,41
3110,3379,41
3110,11743,40
3110,24246,38
3110,14467,36
3110,7725,36
3110,3377,35
3110,2277,32
3110,19742,32
3110,5051,32
3110,22743,29
3110,17213,29
3110,15067,28
3110,12680,26
3110,23909,24
3110,21685,24
3110,2271,20
3110,11643,20
3110,9484,20
3110,9477,20
3110,617,20
3110,31254,20
3110,30755,19
3110,31505,19
3110,25147,17
3110,3358,17
3110,1416,17
3110,25151,16
3110,10197,16
3110,18284,16
3110,30756,16
3110,21374,16
3110,1669,16
3110,31528,16
3110,20849,15
3110,4615,15
3110,31647,15
3110,7343,15
3110,22753,14
3110,30521,14
3110,2335,14
3110,32586,14
3110,10886,14
3110,25152,13
3110,22689,13
3110,19738,13
3110,9147,13
3110,14557,13
3110,15060,13
3110,25146,13
3110,26613,13
3110,8517,12
3110,24997,12
3110,21739,12
3110,25145,12
3110,1668,12
3110,32688,12
3110,25148,11
3110,27669,11
3110,4985,11
3110,14520,11
3110,25144,11
3110,18217,11
3110,21766,10
3110,5481,10
3110,11644,10
3110,21123,10
3110,2104,9
3110,9221,9
3110,11503,9
3110,19524,9
3110,31186,9
3110,25822,9
3110,22064,9
3110,12955,9
3110,20774,8
3110,31656,8
3110,603,8
3110,12868,8
3110,14572,8
3110,15392,8
3300,30574,1733
3300,8717,550
3300,14487,381
3300,11743,258
3300,11557,132
3300,6999,65
3300,14467,61
3300,17639,57
3300,5207,52
3300,15844,51
3300,4949,42
3300,22743,38
3300,28261,34
3300,28189,33
3300,14552,32
3300,22034,30
3300,26138,28
3300,9221,27
3300,17640,26
3300,22753,22
3300,18367,22
3300,18919,22
3300,3371,19
3300,30521,18
3300,2116,18
3300,17645,17
3300,3389,15
3300,18326,15
3300,1659,15
3300,1416,14
3300,350,14
3300,18045,13
3300,33777,13
3300,32686,13
3300,5051,13
3300,21989,12
3300,1642,12
3300,23378,12
3300,28259,12
3300,3392,11
3300,20849,11
3300,22689,11
3300,17213,11
3300,14764,11
3300,7693,11
3300,1691,10
3300,8067,10
3300,11590,9
3300,14539,9
3300,10862,9
3300,12948,8
3300,4605,8
3300,10859,8
3300,28190,8
3300,18318,7
3300,3377,7
3300,8346,7
3300,11780,7
3300,17644,7
3300,7457,6
3300,15169,6
